ID zákazníka,Segment,Priorita,Skóre konverze,Byl MAIN,Výzva 1 (kód),Výzva 1,Výzva 1 - důvod,Výzva 2 (kód),Výzva 2,Výzva 2 - důvod,Výzva 3 (kód),Výzva 3,Výzva 3 - důvod,Příjem splněn (podíl),Transakce splněny (podíl),Avg příjem (Kč),Avg transakce,Avg SPB login,Avg DC platby,Avg zůstatek (Kč),Věk,Pohlaví,Zákazník od roku,Datum spuštění
9259,SECONDARY,HIGH,67.7,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,6 plateb — blízko cíle; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,0.33,1.0,12263.0,8.0,11.0,5.7,178365.0,69,F,2023,2026-06-15
2705,SECONDARY,MEDIUM,28.4,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 4,843 Kč/měs., chybí 10,157 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.17,0.17,4843.0,1.3,1.0,0.0,0.0,44,M,2016,2026-06-15
298,SECONDARY,LOW,2.6,False,C1,Přijmout 15 000 Kč na účet,"příjem 115 Kč/měs., chybí 14,885 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.33,115.0,0.3,2.7,0.0,-1399.0,37,M,2023,2026-06-15
7804,SECONDARY,HIGH,75.0,True,C2,Zaplatit 10x kartou za měsíc,5 plateb — blízko cíle; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 196,348 Kč; nemá investiční produkt",0.17,1.0,32200.0,9.0,11.3,5.0,196348.0,45,F,2023,2026-06-15
1106,SECONDARY,LOW,8.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 410,403 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.17,0.0,0.0,0.0,4.0,0.0,410403.0,59,F,2025,2026-06-15
9117,SECONDARY,HIGH,74.5,True,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 712,406 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.33,1.0,133333.0,13.0,0.0,13.0,712406.0,75,F,2021,2026-06-15
6359,SECONDARY,LOW,5.8,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,1.0,0.0,10267.0,40,M,2021,2026-06-15
9741,SECONDARY,LOW,18.4,False,C1,Přijmout 15 000 Kč na účet,"příjem 6,120 Kč/měs., chybí 8,880 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.17,0.0,6120.0,0.3,5.0,0.0,592.0,48,F,2011,2026-06-15
1028,SECONDARY,MEDIUM,35.6,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,5 plateb — blízko cíle,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,0.17,1.0,3333.0,5.3,0.0,5.0,241578.0,61,F,2017,2026-06-15
2428,SECONDARY,LOW,3.0,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.17,0.0,0.7,2.7,0.7,-2380.0,57,F,2023,2026-06-15
7803,SECONDARY,HIGH,64.6,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 496,872 Kč; nemá investiční produkt",0.5,1.0,4667.0,14.0,17.0,14.0,496872.0,70,F,2023,2026-06-15
6466,SECONDARY,LOW,6.9,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,2.5,0.0,84584.0,77,F,2026,2026-06-15
617,SECONDARY,MEDIUM,31.2,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 7,500 Kč/měs., chybí 7,500 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.0,1.0,7500.0,4.0,13.0,0.0,2478.0,80,F,2022,2026-06-15
432,SECONDARY,HIGH,76.2,True,C2,Zaplatit 10x kartou za měsíc,10 plateb — blízko cíle; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 250,603 Kč; nemá investiční produkt",0.33,0.83,100067.0,9.7,9.0,9.7,250603.0,70,F,2025,2026-06-15
1220,SECONDARY,LOW,7.6,False,C5,Vložit 10 000 Kč do investic,"zůstatek 124,176 Kč; věk 35 let",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.3,3.0,0.0,124176.0,35,F,2022,2026-06-15
6282,SECONDARY,HIGH,99.2,True,C5,Vložit 10 000 Kč do investic,"zůstatek 558,076 Kč; věk 29 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 29 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.67,1.0,34534.0,21.0,19.0,20.7,558076.0,29,F,2024,2026-06-15
3716,SECONDARY,LOW,20.5,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 3,333 Kč/měs., chybí 11,667 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,4 plateb kartou,0.0,0.67,3333.0,3.7,3.0,3.7,20921.0,77,F,2025,2026-06-15
3431,SECONDARY,HIGH,72.6,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 11,818 Kč/měs., chybí 3,182 Kč",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 19 — typický uživatel streamingu; aktivní kartou — přechod snadný,C5,Vložit 10 000 Kč do investic,věk 19 let; nemá investiční produkt,0.0,1.0,11818.0,43.7,29.7,37.3,-2225.0,19,F,2025,2026-06-15
7379,SECONDARY,HIGH,61.7,True,C5,Vložit 10 000 Kč do investic,"zůstatek 93,302 Kč; nemá investiční produkt",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",předplatné zatím není přes banku,0.67,1.0,20246.0,4.7,2.7,0.0,93302.0,67,M,2011,2026-06-15
5448,SECONDARY,LOW,15.5,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,0 plateb kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.17,0.5,0.0,0.3,0.0,0.3,19.0,58,M,2022,2026-06-15
7467,SECONDARY,MEDIUM,25.9,False,C1,Přijmout 15 000 Kč na účet,"příjem 3,687 Kč/měs., chybí 11,313 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.17,3687.0,2.3,20.3,0.0,0.0,80,F,2020,2026-06-15
1230,SECONDARY,LOW,7.8,False,C5,Vložit 10 000 Kč do investic,"zůstatek 292,293 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.17,0.0,1.0,2.3,0.0,292293.0,70,F,2022,2026-06-15
4540,SECONDARY,MEDIUM,46.6,False,C5,Vložit 10 000 Kč do investic,"zůstatek 67,505 Kč; věk 40 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,0.33,0.0,69842.0,0.3,8.3,0.0,67505.0,40,M,2023,2026-06-15
2037,SECONDARY,MEDIUM,26.0,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,3 plateb kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.5,0.67,0.0,2.7,9.3,2.7,-1257.0,56,F,2025,2026-06-15
5126,SECONDARY,LOW,1.1,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.17,0.0,0.0,0.3,1.0,0.0,15.0,40,M,2026,2026-06-15
178,SECONDARY,LOW,6.8,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 544,946 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.5,0.0,0.7,1.0,0.7,544946.0,78,F,2023,2026-06-15
7617,SECONDARY,HIGH,67.8,True,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 27 — typický uživatel streamingu; předplatné zatím není přes banku,0.67,0.83,20000.0,8.3,6.0,0.0,16920.0,27,M,2025,2026-06-15
7266,SECONDARY,LOW,18.7,False,C1,Přijmout 15 000 Kč na účet,"příjem 7,600 Kč/měs., chybí 7,400 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.17,0.17,7600.0,1.0,0.0,0.0,2166.0,47,F,2023,2026-06-15
4416,SECONDARY,HIGH,91.7,True,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,,,,0.67,1.0,15168.0,28.0,15.3,10.3,971518.0,72,M,2016,2026-06-15
4075,SECONDARY,LOW,7.5,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 750 Kč/měs., chybí 14,250 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,750.0,0.0,1.0,0.0,39251.0,54,M,2021,2026-06-15
3613,SECONDARY,HIGH,76.9,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 499,349 Kč; nemá investiční produkt",0.17,1.0,8645.0,46.3,9.0,20.3,499349.0,51,M,2023,2026-06-15
6273,SECONDARY,HIGH,63.8,True,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,1.0,0.67,63118.0,2.3,15.3,0.0,0.0,69,F,2022,2026-06-15
4403,SECONDARY,LOW,3.2,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,0 plateb kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.33,0.0,0.3,3.7,0.3,280.0,58,M,2024,2026-06-15
9048,SECONDARY,LOW,1.1,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 26 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.0,0.0,0.3,1.0,0.0,-1689.0,26,M,2023,2026-06-15
577,SECONDARY,LOW,0.7,False,C1,Přijmout 15 000 Kč na účet,"příjem 93 Kč/měs., chybí 14,907 Kč",C2,Zaplatit 10x kartou za měsíc,0 plateb kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.0,93.0,0.3,0.0,0.3,526.0,73,M,2022,2026-06-15
3216,SECONDARY,HIGH,81.5,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 768,610 Kč; věk 19 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,0.33,0.83,7940.0,34.0,17.3,28.3,768610.0,19,F,2025,2026-06-15
3665,SECONDARY,LOW,5.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 305,857 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.0,0.0,0.0,0.0,0.0,305857.0,80,F,2021,2026-06-15
3007,SECONDARY,HIGH,89.5,True,C5,Vložit 10 000 Kč do investic,věk 29 let; nemá investiční produkt,,,,,,,0.5,1.0,25149.0,23.7,14.7,17.0,1393.0,29,F,2022,2026-06-15
2029,SECONDARY,LOW,2.6,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 22 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.5,0.0,1.3,1.7,0.0,-2689.0,22,M,2025,2026-06-15
5407,SECONDARY,LOW,0.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,0.0,0.0,5032.0,72,F,2022,2026-06-15
5451,SECONDARY,MEDIUM,36.8,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 3,333 Kč/měs., chybí 11,667 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 506,580 Kč; nemá investiční produkt",0.0,1.0,3333.0,16.0,0.0,16.0,506580.0,78,M,2021,2026-06-15
1614,SECONDARY,LOW,9.2,False,C1,Přijmout 15 000 Kč na účet,"příjem 1,574 Kč/měs., chybí 13,426 Kč",C2,Zaplatit 10x kartou za měsíc,2 plateb kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 24 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.33,1574.0,1.7,4.0,1.7,1114.0,24,F,2025,2026-06-15
1621,SECONDARY,HIGH,60.5,False,C2,Zaplatit 10x kartou za měsíc,10 plateb — blízko cíle; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 376,560 Kč; nemá investiční produkt",0.17,0.17,377500.0,10.5,7.0,9.5,376560.0,64,M,2026,2026-06-15
6242,SECONDARY,MEDIUM,39.1,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 535,306 Kč; nemá investiční produkt",0.17,1.0,0.0,12.0,1.5,12.0,535306.0,49,F,2021,2026-06-15
5481,SECONDARY,MEDIUM,29.7,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 1,000 Kč/měs., chybí 14,000 Kč",C2,Zaplatit 10x kartou za měsíc,8 plateb — blízko cíle,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 18 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.0,0.17,1000.0,13.5,13.5,7.5,115.0,18,M,2026,2026-06-15
5404,SECONDARY,LOW,1.8,False,C1,Přijmout 15 000 Kč na účet,"příjem 23 Kč/měs., chybí 14,977 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,23.0,1.0,1.0,0.0,1691.0,73,F,2016,2026-06-15
8869,SECONDARY,MEDIUM,35.6,False,C1,Přijmout 15 000 Kč na účet,"příjem 8,500 Kč/měs., chybí 6,500 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.33,0.0,8500.0,1.0,13.0,0.0,28497.0,77,M,2023,2026-06-15
1232,SECONDARY,LOW,24.7,False,C1,Přijmout 15 000 Kč na účet,"příjem 2,000 Kč/měs., chybí 13,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,2000.0,0.0,24.0,0.0,38975.0,5,M,2024,2026-06-15
7986,SECONDARY,HIGH,89.0,True,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 529,429 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.17,1.0,15460.0,32.7,5.3,32.0,529429.0,61,M,2022,2026-06-15
4559,SECONDARY,LOW,14.3,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 3,000 Kč/měs., chybí 12,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,1.0,3000.0,7.3,0.0,0.0,0.0,70,M,2016,2026-06-15
3318,SECONDARY,MEDIUM,30.0,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 2,103 Kč/měs., chybí 12,897 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.0,1.0,2103.0,13.7,6.3,13.3,1952.0,47,M,2023,2026-06-15
6457,SECONDARY,HIGH,89.8,True,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 42 — typický uživatel streamingu; aktivní kartou — přechod snadný,C5,Vložit 10 000 Kč do investic,věk 42 let; nemá investiční produkt,,,,0.33,1.0,20435.0,48.3,13.0,47.7,6560.0,42,M,2024,2026-06-15
85,SECONDARY,MEDIUM,41.9,False,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 28 — typický uživatel streamingu; předplatné zatím není přes banku,0.17,0.5,99700.0,3.7,4.3,0.0,6214.0,28,M,2022,2026-06-15
3504,SECONDARY,HIGH,71.8,True,C2,Zaplatit 10x kartou za měsíc,5 plateb kartou; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.17,0.67,25167.0,6.0,11.3,4.7,15860.0,52,M,2023,2026-06-15
3254,SECONDARY,LOW,0.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,0.0,0.0,5165.0,71,M,2022,2026-06-15
2080,SECONDARY,MEDIUM,38.1,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 1,333 Kč/měs., chybí 13,667 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 354,686 Kč; nemá investiční produkt",0.0,1.0,1333.0,23.3,0.0,23.3,354686.0,77,M,2022,2026-06-15
4140,SECONDARY,HIGH,58.3,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 461,368 Kč; věk 27 let",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 27 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.33,1.0,772.0,39.7,8.7,28.7,461368.0,27,F,2025,2026-06-15
1113,SECONDARY,MEDIUM,33.0,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 3,700 Kč/měs., chybí 11,300 Kč",C2,Zaplatit 10x kartou za měsíc,8 plateb — blízko cíle,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,0.0,0.83,3700.0,10.3,6.7,8.0,28487.0,43,F,2023,2026-06-15
3519,SECONDARY,LOW,10.9,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 648,607 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.17,0.0,1.7,4.5,1.7,648607.0,73,M,2021,2026-06-15
7958,SECONDARY,HIGH,55.8,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,věk 24 let; nemá investiční produkt,0.17,0.67,9930.0,4.7,16.7,1.0,-2637.0,24,F,2023,2026-06-15
7695,SECONDARY,MEDIUM,25.3,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 667 Kč/měs., chybí 14,333 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 516,099 Kč; nemá investiční produkt",0.0,1.0,667.0,11.3,2.3,11.3,516099.0,56,F,2023,2026-06-15
1557,SECONDARY,MEDIUM,30.7,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 2,667 Kč/měs., chybí 12,333 Kč",C5,Vložit 10 000 Kč do investic,"zůstatek 971,629 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.0,1.0,2667.0,11.3,4.0,10.3,971629.0,73,F,2022,2026-06-15
9734,SECONDARY,MEDIUM,25.5,False,C1,Přijmout 15 000 Kč na účet,"příjem 8,333 Kč/měs., chybí 6,667 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 35 — typický uživatel streamingu; předplatné zatím není přes banku,0.17,0.0,8333.0,1.3,6.3,0.0,-106.0,35,F,2022,2026-06-15
5626,SECONDARY,HIGH,65.8,True,C2,Zaplatit 10x kartou za měsíc,0 plateb kartou; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 37 — typický uživatel streamingu; předplatné zatím není přes banku,C5,Vložit 10 000 Kč do investic,věk 37 let; nemá investiční produkt,1.0,0.5,42454.0,1.7,12.0,0.3,17860.0,37,M,2024,2026-06-15
4705,SECONDARY,MEDIUM,26.8,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 500,459 Kč; nemá investiční produkt",0.0,1.0,0.0,12.3,4.7,12.0,500459.0,79,M,2024,2026-06-15
3883,SECONDARY,MEDIUM,30.9,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 3,400 Kč/měs., chybí 11,600 Kč",C2,Zaplatit 10x kartou za měsíc,0 plateb kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 14 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.33,3400.0,0.3,10.0,0.3,2786.0,14,F,2024,2026-06-15
2178,SECONDARY,LOW,10.6,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 53 Kč/měs., chybí 14,947 Kč",C2,Zaplatit 10x kartou za měsíc,5 plateb — blízko cíle,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 21 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.0,0.5,53.0,5.0,4.0,5.0,-543.0,21,M,2026,2026-06-15
